μ子数据
开始时间,19:22:03
测量时间,592.6
μ子衰变数,10330
μ子通量数,1718
日期时间,μ子寿命
20221205 19:23:00,1.51
20221205 19:23:00,0.59
20221205 19:23:00,0.14
20221205 19:23:01,0.34
20221205 19:23:01,3.83
20221205 19:23:01,0.26
20221205 19:23:01,4.84
20221205 19:23:01,5.24
20221205 19:23:01,8.08
20221205 19:23:01,0.92
20221205 19:23:01,3.09
20221205 19:23:01,0.82
20221205 19:23:01,0.84
20221205 19:23:01,2.85
20221205 19:23:01,0.66
20221205 19:23:01,0.11
20221205 19:23:01,4.79
20221205 19:23:01,4.55
20221205 19:23:01,0.77
20221205 19:23:02,1.07
20221205 19:23:02,1.57
20221205 19:23:02,1.39
20221205 19:23:02,1.07
20221205 19:23:02,3.93
20221205 19:23:02,6
20221205 19:23:02,0.91
20221205 19:23:02,3.87
20221205 19:23:02,0.1
20221205 19:23:02,3
20221205 19:23:02,5.59
20221205 19:23:02,1.07
20221205 19:23:02,1.69
20221205 19:23:02,9.09
20221205 19:23:02,0.43
20221205 19:23:02,0.26
20221205 19:23:02,0.42
20221205 19:23:02,1.23
20221205 19:23:02,0.8
20221205 19:23:02,2.53
20221205 19:23:02,0.35
20221205 19:23:02,2.42
20221205 19:23:03,0.82
20221205 19:23:03,4.36
20221205 19:23:03,2.73
20221205 19:23:03,0.37
20221205 19:23:03,4.15
20221205 19:23:03,1.49
20221205 19:23:03,1.26
20221205 19:23:03,0.15
20221205 19:23:03,0.37
20221205 19:23:03,0.29
20221205 19:23:03,2.59
20221205 19:23:03,5.85
20221205 19:23:03,2.37
20221205 19:23:03,1.79
20221205 19:23:03,1.88
20221205 19:23:03,4.26
20221205 19:23:03,0.62
20221205 19:23:03,4.6
20221205 19:23:03,0.37
20221205 19:23:03,1.48
20221205 19:23:03,5.46
20221205 19:23:03,0.21
20221205 19:23:03,6.43
20221205 19:23:04,0.95
20221205 19:23:04,2.35
20221205 19:23:04,1.93
20221205 19:23:04,2.26
20221205 19:23:04,4.51
20221205 19:23:04,1.6
20221205 19:23:04,0.69
20221205 19:23:04,3.26
20221205 19:23:04,4.75
20221205 19:23:04,4.63
20221205 19:23:04,0.43
20221205 19:23:04,1.5
20221205 19:23:04,6.01
20221205 19:23:04,0.49
20221205 19:23:04,0.53
20221205 19:23:04,3.26
20221205 19:23:04,5.16
20221205 19:23:04,1.78
20221205 19:23:04,1.91
20221205 19:23:04,4.53
20221205 19:23:04,1.4
20221205 19:23:04,0.6
20221205 19:23:04,0.79
20221205 19:23:04,1.77
20221205 19:23:04,3.63
20221205 19:23:05,2.43
20221205 19:23:05,3.53
20221205 19:23:05,1.04
20221205 19:23:05,5.53
20221205 19:23:05,0.97
20221205 19:23:05,0.17
20221205 19:23:05,0.96
20221205 19:23:05,0.74
20221205 19:23:05,0.31
20221205 19:23:05,0.2
20221205 19:23:05,5.21
20221205 19:23:05,2.88
20221205 19:23:05,2.59
20221205 19:23:05,5.15
20221205 19:23:05,7.36
20221205 19:23:05,4.17
20221205 19:23:05,3.9
20221205 19:23:05,1.13
20221205 19:23:05,7.74
20221205 19:23:06,1.9
20221205 19:23:06,0.45
20221205 19:23:06,0.55
20221205 19:23:06,1.24
20221205 19:23:06,0.42
20221205 19:23:06,14.85
20221205 19:23:06,6.99
20221205 19:23:06,4.41
20221205 19:23:06,10.61
20221205 19:23:06,1.22
20221205 19:23:06,4.74
20221205 19:23:06,1.75
20221205 19:23:06,0.23
20221205 19:23:06,3.96
20221205 19:23:06,1.16
20221205 19:23:06,4.08
20221205 19:23:07,1.32
20221205 19:23:07,3.05
20221205 19:23:07,8.29
20221205 19:23:07,9
20221205 19:23:07,0.25
20221205 19:23:07,0.24
20221205 19:23:07,2.04
20221205 19:23:07,7.82
20221205 19:23:07,0.77
20221205 19:23:07,2.21
20221205 19:23:07,4.94
20221205 19:23:07,1.13
20221205 19:23:07,9.47
20221205 19:23:07,0.91
20221205 19:23:07,0.2
20221205 19:23:07,0.56
20221205 19:23:07,6.31
20221205 19:23:07,0.9
20221205 19:23:07,0.9
20221205 19:23:07,3.74
20221205 19:23:07,4.9
20221205 19:23:07,1.13
20221205 19:23:08,1.47
20221205 19:23:08,2.16
20221205 19:23:08,2.13
20221205 19:23:08,1.04
20221205 19:23:08,2.88
20221205 19:23:08,1.46
20221205 19:23:08,3.02
20221205 19:23:08,2.85
20221205 19:23:08,2.68
20221205 19:23:08,1.79
20221205 19:23:08,0.25
20221205 19:23:08,0.25
20221205 19:23:08,8.47
20221205 19:23:08,1.81
20221205 19:23:08,2.82
20221205 19:23:08,4.74
20221205 19:23:08,1.41
20221205 19:23:08,4.42
20221205 19:23:09,6.61
20221205 19:23:09,2.96
20221205 19:23:09,0.8
20221205 19:23:09,2.34
20221205 19:23:09,1.55
20221205 19:23:09,0.29
20221205 19:23:09,0.73
20221205 19:23:09,9.06
20221205 19:23:09,0.18
20221205 19:23:09,1.24
20221205 19:23:09,2.54
20221205 19:23:09,0.49
20221205 19:23:09,0.71
20221205 19:23:09,3.34
20221205 19:23:10,2.93
20221205 19:23:10,1.47
20221205 19:23:10,2.43
20221205 19:23:10,1.39
20221205 19:23:10,4.28
20221205 19:23:10,2.23
20221205 19:23:10,3.49
20221205 19:23:10,2.02
20221205 19:23:10,0.37
20221205 19:23:10,3.38
20221205 19:23:10,1.21
20221205 19:23:10,4.76
20221205 19:23:10,0.17
20221205 19:23:10,2.15
20221205 19:23:10,2.57
20221205 19:23:10,0.13
20221205 19:23:10,0.33
20221205 19:23:10,6.97
20221205 19:23:10,4.01
20221205 19:23:10,0.28
20221205 19:23:10,0.39
20221205 19:23:10,1.56
20221205 19:23:11,0.92
20221205 19:23:11,0.14
20221205 19:23:11,0.61
20221205 19:23:11,2.03
20221205 19:23:11,2.8
20221205 19:23:11,3.21
20221205 19:23:11,1.83
20221205 19:23:11,0.32
20221205 19:23:11,2.56
20221205 19:23:11,4.05
20221205 19:23:11,0.22
20221205 19:23:11,2.32
20221205 19:23:11,0.39
20221205 19:23:11,1.46
20221205 19:23:12,0.39
20221205 19:23:12,5.35
20221205 19:23:12,5.52
20221205 19:23:12,0.14
20221205 19:23:12,2.65
20221205 19:23:12,2.05
20221205 19:23:12,1.95
20221205 19:23:12,0.51
20221205 19:23:12,5.21
20221205 19:23:12,2.72
20221205 19:23:12,1.19
20221205 19:23:12,2.78
20221205 19:23:12,3.4
20221205 19:23:12,0.12
20221205 19:23:12,0.82
20221205 19:23:12,1.36
20221205 19:23:12,3.63
20221205 19:23:12,0.3
20221205 19:23:13,3.29
20221205 19:23:13,0.3
20221205 19:23:13,11.35
20221205 19:23:13,1.12
20221205 19:23:13,1.45
20221205 19:23:13,0.3
20221205 19:23:13,2.33
20221205 19:23:13,2.41
20221205 19:23:13,1.9
20221205 19:23:13,3.08
20221205 19:23:13,3.95
20221205 19:23:13,1.86
20221205 19:23:13,0.98
20221205 19:23:13,3.07
20221205 19:23:13,7.2
20221205 19:23:13,0.11
20221205 19:23:13,1.2
20221205 19:23:13,1.69
20221205 19:23:13,1.77
20221205 19:23:13,0.31
20221205 19:23:14,2.54
20221205 19:23:14,0.16
20221205 19:23:14,0.83
20221205 19:23:14,0.51
20221205 19:23:14,0.79
20221205 19:23:14,0.43
20221205 19:23:14,1.76
20221205 19:23:14,4.99
20221205 19:23:14,8.35
20221205 19:23:14,0.77
20221205 19:23:14,0.43
20221205 19:23:14,0.21
20221205 19:23:14,2.41
20221205 19:23:14,0.81
20221205 19:23:14,1.64
20221205 19:23:14,2.78
20221205 19:23:14,5.14
20221205 19:23:14,3.81
20221205 19:23:15,0.24
20221205 19:23:15,4.11
20221205 19:23:15,7.69
20221205 19:23:15,0.14
20221205 19:23:15,2.26
20221205 19:23:15,0.31
20221205 19:23:15,0.43
20221205 19:23:15,3.1
20221205 19:23:15,7.15
20221205 19:23:15,0.51
20221205 19:23:15,1.55
20221205 19:23:15,1.12
20221205 19:23:15,0.32
20221205 19:23:15,1.09
20221205 19:23:15,1.04
20221205 19:23:15,1.1
20221205 19:23:15,0.65
20221205 19:23:16,2.95
20221205 19:23:16,3.7
20221205 19:23:16,0.19
20221205 19:23:16,1.44
20221205 19:23:16,8.44
20221205 19:23:16,0.12
20221205 19:23:16,1.17
20221205 19:23:16,13.69
20221205 19:23:16,3.13
20221205 19:23:16,2.75
20221205 19:23:16,0.84
20221205 19:23:16,3.3
20221205 19:23:16,3.17
20221205 19:23:16,0.74
20221205 19:23:16,0.28
20221205 19:23:16,0.42
20221205 19:23:16,1.4
20221205 19:23:16,0.61
20221205 19:23:17,0.8
20221205 19:23:17,3.71
20221205 19:23:17,3.77
20221205 19:23:17,0.36
20221205 19:23:17,4.36
20221205 19:23:17,1.59
20221205 19:23:17,3.88
20221205 19:23:17,0.11
20221205 19:23:18,6.08
20221205 19:23:18,0.38
20221205 19:23:18,0.46
20221205 19:23:18,0.46
20221205 19:23:18,5.77
20221205 19:23:18,1.08
20221205 19:23:18,1.53
20221205 19:23:18,0.55
20221205 19:23:18,10.99
20221205 19:23:18,1.85
20221205 19:23:18,8.86
20221205 19:23:18,1.09
20221205 19:23:18,2.29
20221205 19:23:18,2.69
20221205 19:23:18,2.51
20221205 19:23:18,2.09
20221205 19:23:18,4.5
20221205 19:23:18,1.29
20221205 19:23:18,0.36
20221205 19:23:18,0.76
20221205 19:23:18,0.96
20221205 19:23:18,0.77
20221205 19:23:19,0.29
20221205 19:23:19,4.64
20221205 19:23:19,0.15
20221205 19:23:19,1.41
20221205 19:23:19,4.07
20221205 19:23:19,0.17
20221205 19:23:19,0.14
20221205 19:23:19,0.32
20221205 19:23:19,3.81
20221205 19:23:19,1.61
20221205 19:23:19,1.5
20221205 19:23:19,0.54
20221205 19:23:19,0.23
20221205 19:23:19,1.8
20221205 19:23:20,0.43
20221205 19:23:20,2.14
20221205 19:23:20,2.2
20221205 19:23:20,6.09
20221205 19:23:20,2.29
20221205 19:23:20,1.51
20221205 19:23:20,3.52
20221205 19:23:20,5.33
20221205 19:23:20,5.85
20221205 19:23:20,1.06
20221205 19:23:20,4.68
20221205 19:23:20,3.59
20221205 19:23:20,2.96
20221205 19:23:20,0.49
20221205 19:23:20,0.47
20221205 19:23:21,1.25
20221205 19:23:21,0.2
20221205 19:23:21,4.08
20221205 19:23:21,2.49
20221205 19:23:21,0.73
20221205 19:23:21,0.68
20221205 19:23:21,0.22
20221205 19:23:21,3.4
20221205 19:23:21,1.85
20221205 19:23:21,5.59
20221205 19:23:21,6.97
20221205 19:23:22,0.45
20221205 19:23:22,0.91
20221205 19:23:22,2.05
20221205 19:23:22,0.49
20221205 19:23:22,2.12
20221205 19:23:22,0.8
20221205 19:23:22,1.36
20221205 19:23:22,0.5
20221205 19:23:22,0.44
20221205 19:23:22,0.29
20221205 19:23:22,1.91
20221205 19:23:22,1.51
20221205 19:23:22,0.89
20221205 19:23:22,2.1
20221205 19:23:22,0.46
20221205 19:23:22,2.56
20221205 19:23:22,3.75
20221205 19:23:22,3.26
20221205 19:23:22,7.23
20221205 19:23:22,0.12
20221205 19:23:23,2.52
20221205 19:23:23,5.79
20221205 19:23:23,0.5
20221205 19:23:23,0.78
20221205 19:23:23,0.31
20221205 19:23:23,3.24
20221205 19:23:23,2.25
20221205 19:23:23,3.63
20221205 19:23:23,2.73
20221205 19:23:23,7.09
20221205 19:23:23,1.75
20221205 19:23:23,4.13
20221205 19:23:24,0.93
20221205 19:23:24,0.45
20221205 19:23:24,2.62
20221205 19:23:24,1.25
20221205 19:23:24,0.11
20221205 19:23:24,0.11
20221205 19:23:24,1.93
20221205 19:23:24,0.48
20221205 19:23:24,6.15
20221205 19:23:24,0.63
20221205 19:23:24,0.3
20221205 19:23:24,5.45
20221205 19:23:24,2.07
20221205 19:23:24,0.38
20221205 19:23:24,8.42
20221205 19:23:25,3.72
20221205 19:23:25,0.81
20221205 19:23:25,1.32
20221205 19:23:25,1.31
20221205 19:23:25,0.59
20221205 19:23:25,2.08
20221205 19:23:25,13.54
20221205 19:23:25,0.76
20221205 19:23:25,1.29
20221205 19:23:25,0.34
20221205 19:23:25,0.7
20221205 19:23:25,0.95
20221205 19:23:25,7.2
20221205 19:23:25,3.17
20221205 19:23:25,0.93
20221205 19:23:25,0.81
20221205 19:23:25,0.53
20221205 19:23:25,1.08
20221205 19:23:25,0.21
20221205 19:23:25,0.76
20221205 19:23:26,3.41
20221205 19:23:26,0.21
20221205 19:23:26,1.18
20221205 19:23:26,6.21
20221205 19:23:26,2.54
20221205 19:23:26,1.44
20221205 19:23:26,0.99
20221205 19:23:26,1.34
20221205 19:23:26,1.53
20221205 19:23:26,0.46
20221205 19:23:26,2.21
20221205 19:23:26,3.39
20221205 19:23:26,1.17
20221205 19:23:26,0.65
20221205 19:23:26,3.37
20221205 19:23:26,0.33
20221205 19:23:26,1.11
20221205 19:23:26,1.97
20221205 19:23:26,1.89
20221205 19:23:26,0.47
20221205 19:23:26,1.36
20221205 19:23:26,3.04
20221205 19:23:26,0.87
20221205 19:23:26,0.27
20221205 19:23:26,6.51
20221205 19:23:26,0.15
20221205 19:23:26,4.59
20221205 19:23:26,0.84
20221205 19:23:27,0.6
20221205 19:23:27,0.41
20221205 19:23:27,4.75
20221205 19:23:27,4.25
20221205 19:23:27,1.06
20221205 19:23:27,2.14
20221205 19:23:27,1.11
20221205 19:23:27,2.98
20221205 19:23:27,0.3
20221205 19:23:27,1.09
20221205 19:23:27,4.15
20221205 19:23:27,2.46
20221205 19:23:27,2.86
20221205 19:23:27,0.21
20221205 19:23:27,1.43
20221205 19:23:27,1.99
20221205 19:23:27,4.84
20221205 19:23:27,1.68
20221205 19:23:27,2.23
20221205 19:23:27,3.82
20221205 19:23:27,1.03
20221205 19:23:27,0.91
20221205 19:23:28,0.9
20221205 19:23:28,2.38
20221205 19:23:28,0.83
20221205 19:23:28,12.92
20221205 19:23:28,4.83
20221205 19:23:28,2.77
20221205 19:23:28,5.44
20221205 19:23:28,4.52
20221205 19:23:28,2.76
20221205 19:23:28,1.17
20221205 19:23:28,3.78
20221205 19:23:28,0.23
20221205 19:23:28,5.7
20221205 19:23:28,1.47
20221205 19:23:28,6.64
20221205 19:23:28,0.69
20221205 19:23:28,1.99
20221205 19:23:28,5.15
20221205 19:23:28,2.14
20221205 19:23:28,5.89
20221205 19:23:29,0.16
20221205 19:23:29,3.31
20221205 19:23:29,2.09
20221205 19:23:29,0.41
20221205 19:23:29,2.26
20221205 19:23:29,0.91
20221205 19:23:29,1.48
20221205 19:23:29,2.68
20221205 19:23:29,1.81
20221205 19:23:29,1.48
20221205 19:23:29,1.02
20221205 19:23:29,1.67
20221205 19:23:29,4.88
20221205 19:23:29,2.2
20221205 19:23:30,4.85
20221205 19:23:30,2.67
20221205 19:23:30,0.62
20221205 19:23:30,1.54
20221205 19:23:30,4.46
20221205 19:23:30,1.39
20221205 19:23:30,1.25
20221205 19:23:30,2.82
20221205 19:23:30,3.62
20221205 19:23:30,1.35
20221205 19:23:30,5.94
20221205 19:23:30,1.93
20221205 19:23:30,0.66
20221205 19:23:30,2.53
20221205 19:23:30,1.04
20221205 19:23:31,0.21
20221205 19:23:31,2.44
20221205 19:23:31,5.38
20221205 19:23:31,0.47
20221205 19:23:31,0.87
20221205 19:23:31,1.13
20221205 19:23:31,1.32
20221205 19:23:31,0.82
20221205 19:23:31,0.49
20221205 19:23:31,1.38
20221205 19:23:31,1.74
20221205 19:23:31,0.82
20221205 19:23:31,0.48
20221205 19:23:31,1.07
20221205 19:23:31,8.67
20221205 19:23:31,3.26
20221205 19:23:32,1.69
20221205 19:23:32,0.45
20221205 19:23:32,1.99
20221205 19:23:32,5.1
20221205 19:23:32,0.22
20221205 19:23:32,2.82
20221205 19:23:32,0.61
20221205 19:23:32,1.79
20221205 19:23:32,3.94
20221205 19:23:32,0.26
20221205 19:23:32,0.93
20221205 19:23:32,3.09
20221205 19:23:32,1.28
20221205 19:23:32,4.12
20221205 19:23:32,0.51
20221205 19:23:32,1.09
20221205 19:23:33,1.49
20221205 19:23:33,4.75
20221205 19:23:33,1.51
20221205 19:23:33,6.32
20221205 19:23:33,2.63
20221205 19:23:33,1.27
20221205 19:23:33,3.31
20221205 19:23:33,0.11
20221205 19:23:33,3.7
20221205 19:23:33,6.84
20221205 19:23:33,3.82
20221205 19:23:33,0.1
20221205 19:23:33,1.92
20221205 19:23:33,0.72
20221205 19:23:33,4.39
20221205 19:23:34,0.27
20221205 19:23:34,1.9
20221205 19:23:34,1.43
20221205 19:23:34,0.58
20221205 19:23:34,5.22
20221205 19:23:34,0.76
20221205 19:23:34,0.19
20221205 19:23:34,1.42
20221205 19:23:34,1.4
20221205 19:23:34,0.19
20221205 19:23:34,1.89
20221205 19:23:34,2.12
20221205 19:23:34,2.75
20221205 19:23:34,0.39
20221205 19:23:34,0.16
20221205 19:23:34,2.8
20221205 19:23:34,0.1
20221205 19:23:35,2.95
20221205 19:23:35,0.54
20221205 19:23:35,3.24
20221205 19:23:35,7.04
20221205 19:23:35,2.79
20221205 19:23:35,5.64
20221205 19:23:35,2.6
20221205 19:23:35,1
20221205 19:23:35,3.61
20221205 19:23:35,4.49
20221205 19:23:35,2.23
20221205 19:23:35,0.21
20221205 19:23:35,1.58
20221205 19:23:35,0.38
20221205 19:23:35,9.76
20221205 19:23:35,0.9
20221205 19:23:36,0.35
20221205 19:23:36,0.77
20221205 19:23:36,5.7
20221205 19:23:36,3.21
20221205 19:23:36,0.43
20221205 19:23:36,1.12
20221205 19:23:36,0.9
20221205 19:23:36,3.67
20221205 19:23:36,3.87
20221205 19:23:36,0.86
20221205 19:23:36,1.4
20221205 19:23:36,1.14
20221205 19:23:36,2.32
20221205 19:23:36,1.84
20221205 19:23:36,0.75
20221205 19:23:36,1.21
20221205 19:23:36,4.46
20221205 19:23:36,2.28
20221205 19:23:36,3.29
20221205 19:23:37,1.18
20221205 19:23:37,6.22
20221205 19:23:37,0.93
20221205 19:23:37,2.51
20221205 19:23:37,1.63
20221205 19:23:37,1.24
20221205 19:23:37,3.38
20221205 19:23:37,0.35
20221205 19:23:37,0.75
20221205 19:23:37,2.46
20221205 19:23:37,0.87
20221205 19:23:37,0.6
20221205 19:23:37,3.47
20221205 19:23:37,1.18
20221205 19:23:37,3.37
20221205 19:23:37,0.46
20221205 19:23:38,2.14
20221205 19:23:38,2.31
20221205 19:23:38,1.31
20221205 19:23:38,4.33
20221205 19:23:38,5.29
20221205 19:23:38,2.41
20221205 19:23:38,1.23
20221205 19:23:38,0.85
20221205 19:23:38,2.42
20221205 19:23:38,0.18
20221205 19:23:38,1.99
20221205 19:23:38,1.51
20221205 19:23:38,2.22
20221205 19:23:38,4.34
20221205 19:23:38,0.14
20221205 19:23:38,1.65
20221205 19:23:38,11.03
20221205 19:23:38,0.48
20221205 19:23:38,0.67
20221205 19:23:38,2.71
20221205 19:23:38,0.56
20221205 19:23:39,0.79
20221205 19:23:39,2.47
20221205 19:23:39,0.76
20221205 19:23:39,2.55
20221205 19:23:39,2.59
20221205 19:23:39,0.74
20221205 19:23:39,6.79
20221205 19:23:39,1.67
20221205 19:23:39,2.05
20221205 19:23:39,0.32
20221205 19:23:39,2.32
20221205 19:23:39,7.43
20221205 19:23:39,1.94
20221205 19:23:39,3.62
20221205 19:23:39,3.83
20221205 19:23:39,0.53
20221205 19:23:39,3.73
20221205 19:23:39,6.04
20221205 19:23:39,0.97
20221205 19:23:39,2.58
20221205 19:23:40,5.05
20221205 19:23:40,5.03
20221205 19:23:40,9.74
20221205 19:23:40,1.34
20221205 19:23:40,2.08
20221205 19:23:40,0.13
20221205 19:23:40,1.3
20221205 19:23:40,1.77
20221205 19:23:40,0.39
20221205 19:23:40,1.23
20221205 19:23:40,5.85
20221205 19:23:40,3.19
20221205 19:23:41,1.65
20221205 19:23:41,2.84
20221205 19:23:41,1.74
20221205 19:23:41,3.16
20221205 19:23:41,4.31
20221205 19:23:41,1.44
20221205 19:23:41,3.56
20221205 19:23:41,2.56
20221205 19:23:41,7.66
20221205 19:23:41,0.48
20221205 19:23:41,0.73
20221205 19:23:41,0.6
20221205 19:23:41,0.17
20221205 19:23:41,0.61
20221205 19:23:41,4.53
20221205 19:23:41,1.43
20221205 19:23:41,5.48
20221205 19:23:41,3.74
20221205 19:23:41,3.18
20221205 19:23:41,0.14
20221205 19:23:41,0.29
20221205 19:23:41,1.42
20221205 19:23:41,0.72
20221205 19:23:41,1.18
20221205 19:23:41,1.74
20221205 19:23:42,1.74
20221205 19:23:42,0.72
20221205 19:23:42,1.74
20221205 19:23:42,4.09
20221205 19:23:42,0.92
20221205 19:23:42,5.3
20221205 19:23:42,0.76
20221205 19:23:42,3.55
20221205 19:23:42,2.66
20221205 19:23:42,1.46
20221205 19:23:42,0.76
20221205 19:23:42,4.05
20221205 19:23:42,0.41
20221205 19:23:42,0.45
20221205 19:23:42,3.65
20221205 19:23:42,0.48
20221205 19:23:42,0.96
20221205 19:23:42,4.48
20221205 19:23:42,7.45
20221205 19:23:42,2.4
20221205 19:23:43,6.15
20221205 19:23:43,0.62
20221205 19:23:43,0.13
20221205 19:23:43,1.47
20221205 19:23:43,1.55
20221205 19:23:43,5.15
20221205 19:23:43,8.16
20221205 19:23:43,4.4
20221205 19:23:43,1.39
20221205 19:23:43,3.48
20221205 19:23:43,2.4
20221205 19:23:43,1.5
20221205 19:23:43,0.1
20221205 19:23:43,0.63
20221205 19:23:43,4.86
20221205 19:23:44,1.13
20221205 19:23:44,0.65
20221205 19:23:44,1.14
20221205 19:23:44,1.33
20221205 19:23:44,0.56
20221205 19:23:44,1.34
20221205 19:23:44,4.98
20221205 19:23:44,0.79
20221205 19:23:44,0.63
20221205 19:23:44,6.72
20221205 19:23:44,0.26
20221205 19:23:44,0.83
20221205 19:23:44,0.58
20221205 19:23:44,0.3
20221205 19:23:44,4.99
20221205 19:23:44,0.81
20221205 19:23:44,2.86
20221205 19:23:45,3.01
20221205 19:23:45,5.78
20221205 19:23:45,2.08
20221205 19:23:45,0.14
20221205 19:23:45,3.7
20221205 19:23:45,2.77
20221205 19:23:45,2.81
20221205 19:23:45,1.47
20221205 19:23:45,4.46
20221205 19:23:45,0.45
20221205 19:23:45,4.4
20221205 19:23:45,0.41
20221205 19:23:45,2.29
20221205 19:23:45,4.13
20221205 19:23:45,1.37
20221205 19:23:45,2.12
20221205 19:23:45,2.68
20221205 19:23:45,3.58
20221205 19:23:45,1.51
20221205 19:23:45,0.33
20221205 19:23:45,3.11
20221205 19:23:45,0.63
20221205 19:23:45,1.95
20221205 19:23:45,7.68
20221205 19:23:45,0.53
20221205 19:23:46,4.27
20221205 19:23:46,2.53
20221205 19:23:46,3.2
20221205 19:23:46,0.46
20221205 19:23:46,2.66
20221205 19:23:46,0.55
20221205 19:23:46,1.59
20221205 19:23:46,2.53
20221205 19:23:46,2.2
20221205 19:23:46,0.74
20221205 19:23:46,2
20221205 19:23:46,0.13
20221205 19:23:46,2.64
20221205 19:23:46,0.42
20221205 19:23:46,0.26
20221205 19:23:47,1.95
20221205 19:23:47,1.45
20221205 19:23:47,0.54
20221205 19:23:47,0.16
20221205 19:23:47,1.54
20221205 19:23:47,0.69
20221205 19:23:47,1.87
20221205 19:23:47,0.6
20221205 19:23:47,1.27
20221205 19:23:47,0.19
20221205 19:23:47,0.12
20221205 19:23:47,0.74
20221205 19:23:47,3.44
20221205 19:23:47,3.63
20221205 19:23:47,4.21
20221205 19:23:47,1.88
20221205 19:23:47,0.47
20221205 19:23:47,1.74
20221205 19:23:47,1.18
20221205 19:23:47,0.58
20221205 19:23:48,2.74
20221205 19:23:48,7.51
20221205 19:23:48,0.61
20221205 19:23:48,6.73
20221205 19:23:48,3.83
20221205 19:23:48,0.95
20221205 19:23:48,1.06
20221205 19:23:48,3.21
20221205 19:23:48,1.17
20221205 19:23:48,2.24
20221205 19:23:48,9.44
20221205 19:23:48,8.64
20221205 19:23:48,2.22
20221205 19:23:48,8.42
20221205 19:23:48,1.85
20221205 19:23:49,0.55
20221205 19:23:49,1.22
20221205 19:23:49,0.98
20221205 19:23:49,1.39
20221205 19:23:49,0.47
20221205 19:23:49,0.4
20221205 19:23:49,2.2
20221205 19:23:49,3.52
20221205 19:23:49,1
20221205 19:23:49,0.57
20221205 19:23:49,8.27
20221205 19:23:49,4.11
20221205 19:23:49,3.05
20221205 19:23:49,9.85
20221205 19:23:50,1.82
20221205 19:23:50,4.35
20221205 19:23:50,1.63
20221205 19:23:50,3.71
20221205 19:23:50,0.7
20221205 19:23:50,0.19
20221205 19:23:50,5.97
20221205 19:23:50,0.44
20221205 19:23:50,0.41
20221205 19:23:50,1.02
20221205 19:23:50,1.32
20221205 19:23:50,0.42
20221205 19:23:50,1.65
20221205 19:23:50,0.37
20221205 19:23:50,0.39
20221205 19:23:50,0.12
20221205 19:23:50,1.69
20221205 19:23:50,2.37
20221205 19:23:51,6.38
20221205 19:23:51,1.83
20221205 19:23:51,2.19
20221205 19:23:51,4.12
20221205 19:23:51,2.41
20221205 19:23:51,1.05
20221205 19:23:51,1.84
20221205 19:23:51,0.85
20221205 19:23:51,0.48
20221205 19:23:51,1.88
20221205 19:23:51,0.98
20221205 19:23:51,0.9
20221205 19:23:51,0.68
20221205 19:23:51,3.23
20221205 19:23:51,1.91
20221205 19:23:51,13.31
20221205 19:23:51,2.65
20221205 19:23:52,1.72
20221205 19:23:52,0.67
20221205 19:23:52,2.29
20221205 19:23:52,3.45
20221205 19:23:52,2.58
20221205 19:23:52,3.93
20221205 19:23:52,4.04
20221205 19:23:52,0.62
20221205 19:23:52,1.38
20221205 19:23:52,2.76
20221205 19:23:52,3.08
20221205 19:23:52,2.64
20221205 19:23:52,2.72
20221205 19:23:52,0.98
20221205 19:23:52,0.89
20221205 19:23:52,4.54
20221205 19:23:52,7.57
20221205 19:23:52,1.55
20221205 19:23:53,0.94
20221205 19:23:53,0.86
20221205 19:23:53,1.67
20221205 19:23:53,2.91
20221205 19:23:53,4.93
20221205 19:23:53,0.2
20221205 19:23:53,8.08
20221205 19:23:53,0.77
20221205 19:23:53,0.2
20221205 19:23:53,1.41
20221205 19:23:53,4.59
20221205 19:23:53,2.56
20221205 19:23:53,0.94
20221205 19:23:53,1.29
20221205 19:23:53,4.71
20221205 19:23:53,0.24
20221205 19:23:53,5.86
20221205 19:23:53,0.43
20221205 19:23:53,2.02
20221205 19:23:53,5.04
20221205 19:23:53,2.39
20221205 19:23:54,0.39
20221205 19:23:54,3.72
20221205 19:23:54,0.9
20221205 19:23:54,3.51
20221205 19:23:54,4.03
20221205 19:23:54,0.9
20221205 19:23:54,0.73
20221205 19:23:54,7
20221205 19:23:54,1.52
20221205 19:23:54,2.72
20221205 19:23:54,1.18
20221205 19:23:54,0.22
20221205 19:23:54,0.17
20221205 19:23:55,4.9
20221205 19:23:55,1.79
20221205 19:23:55,4.98
20221205 19:23:55,4.56
20221205 19:23:55,2.8
20221205 19:23:55,8.68
20221205 19:23:55,0.15
20221205 19:23:55,2.25
20221205 19:23:55,0.9
20221205 19:23:55,0.97
20221205 19:23:55,3.88
20221205 19:23:55,2
20221205 19:23:55,3.16
20221205 19:23:55,2.21
20221205 19:23:55,2.88
20221205 19:23:56,0.61
20221205 19:23:56,5.52
20221205 19:23:56,2.81
20221205 19:23:56,0.73
20221205 19:23:56,3.73
20221205 19:23:56,3
20221205 19:23:56,2.68
20221205 19:23:56,8.35
20221205 19:23:56,3.75
20221205 19:23:56,11.4
20221205 19:23:56,0.81
20221205 19:23:56,2.81
20221205 19:23:56,0.16
20221205 19:23:56,3.78
20221205 19:23:56,0.29
20221205 19:23:56,1.66
20221205 19:23:56,0.43
20221205 19:23:56,2.21
20221205 19:23:56,2.45
